root	experiment_dir	run_dir	configs	run_status	trainer_state	global_step	latest_checkpoint	latest_checkpoint_step	latest_checkpoint_mtime	best_model_checkpoint	best_metric	tensorboard_event_files	inventory_generated_at
runs	runs/segmentation_moderngena_base_amt_unet	runs/segmentation_moderngena_base_amt_unet/20260802_214857_927225	segmentation/configs/moderngena_base_amt_unet.json,segmentation/configs/moderngena_base_amt_unet_multispecies_250k_resume_ckpt180000.json	HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs/segmentation_moderngena_base_amt_unet/20260802_214857_927225/checkpoint-180000/trainer_state.json	180000	runs/segmentation_moderngena_base_amt_unet/20260802_214857_927225/checkpoint-180000	180000	2026-08-03T09:07:13	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/segmentation_moderngena_base_amt_unet/20260802_214857_927225/checkpoint-180000	0.6805361525391731	1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_base_amt_unet	runs/segmentation_moderngena_base_amt_unet/20260803_101206_991776	segmentation/configs/moderngena_base_amt_unet.json,segmentation/configs/moderngena_base_amt_unet_multispecies_250k_resume_ckpt180000.json	TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_large_amt_unet	runs/segmentation_moderngena_large_amt_unet/20260730_092926_650808	segmentation/configs/moderngena_large_amt_unet.json,segmentation/configs/moderngena_large_amt_unet_multispecies_250k_resume_ckpt115000.json	TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_large_amt_unet	runs/segmentation_moderngena_large_amt_unet/20260730_112755_709204	segmentation/configs/moderngena_large_amt_unet.json,segmentation/configs/moderngena_large_amt_unet_multispecies_250k_resume_ckpt115000.json	HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs/segmentation_moderngena_large_amt_unet/20260730_112755_709204/checkpoint-5000/trainer_state.json	5000	runs/segmentation_moderngena_large_amt_unet/20260730_112755_709204/checkpoint-5000	5000	2026-07-30T13:47:27	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/segmentation_moderngena_large_amt_unet/20260730_112755_709204/checkpoint-5000	0.24735915492957747	1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_large_amt_unet	runs/segmentation_moderngena_large_amt_unet/20260730_151426_656241	segmentation/configs/moderngena_large_amt_unet.json,segmentation/configs/moderngena_large_amt_unet_multispecies_250k_resume_ckpt115000.json	HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs/segmentation_moderngena_large_amt_unet/20260730_151426_656241/checkpoint-10000/trainer_state.json	10000	runs/segmentation_moderngena_large_amt_unet/20260730_151426_656241/checkpoint-10000	10000	2026-07-30T17:30:33	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/segmentation_moderngena_large_amt_unet/20260730_151426_656241/checkpoint-10000	0.41314330013715783	1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_large_amt_unet	runs/segmentation_moderngena_large_amt_unet/20260730_214250_618892	segmentation/configs/moderngena_large_amt_unet.json,segmentation/configs/moderngena_large_amt_unet_multispecies_250k_resume_ckpt115000.json	TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_large_amt_unet	runs/segmentation_moderngena_large_amt_unet/20260731_084539_181518	segmentation/configs/moderngena_large_amt_unet.json,segmentation/configs/moderngena_large_amt_unet_multispecies_250k_resume_ckpt115000.json	TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_large_amt_unet	runs/segmentation_moderngena_large_amt_unet/20260801_134417_110946	segmentation/configs/moderngena_large_amt_unet.json,segmentation/configs/moderngena_large_amt_unet_multispecies_250k_resume_ckpt115000.json	HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs/segmentation_moderngena_large_amt_unet/20260801_134417_110946/checkpoint-80000/trainer_state.json	80000	runs/segmentation_moderngena_large_amt_unet/20260801_134417_110946/checkpoint-80000	80000	2026-08-02T12:12:16	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/segmentation_moderngena_large_amt_unet/20260801_134417_110946/checkpoint-70000	0.6821279480500946	1	2026-08-03T15:50:38+03:00
runs	runs/segmentation_moderngena_large_amt_unet	runs/segmentation_moderngena_large_amt_unet/20260802_214902_791702	segmentation/configs/moderngena_large_amt_unet.json,segmentation/configs/moderngena_large_amt_unet_multispecies_250k_resume_ckpt115000.json	HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs/segmentation_moderngena_large_amt_unet/20260802_214902_791702/checkpoint-115000/trainer_state.json	115000	runs/segmentation_moderngena_large_amt_unet/20260802_214902_791702/checkpoint-115000	115000	2026-08-03T08:56:41	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/segmentation_moderngena_large_amt_unet/20260802_214902_791702/checkpoint-100000	0.6989054434967237	1	2026-08-03T15:50:38+03:00
runs	runs/transcript_type_caduceus_ps_middle_loss	runs/transcript_type_caduceus_ps_middle_loss/20260802_210435_764439	transcript_type/configs/caduceus_ps_middle_loss.json	HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs/transcript_type_caduceus_ps_middle_loss/20260802_210435_764439/checkpoint-150000/trainer_state.json	150000	runs/transcript_type_caduceus_ps_middle_loss/20260802_210435_764439/checkpoint-150000	150000	2026-08-03T15:25:20	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/transcript_type_caduceus_ps_middle_loss/20260802_210435_764439/checkpoint-135000	0.8808798646362098	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_113703_045266		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_113703_045266/checkpoint-7000/trainer_state.json	7000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_113703_045266/checkpoint-7000	7000	2026-07-17T16:03:16	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260717_113703_045266/checkpoint-7000	0.004389791660266019	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_163010_897447		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_163940_331088		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_164826_585684		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_171521_357506		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_171521_357506/checkpoint-1000/trainer_state.json	1000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260717_171521_357506/checkpoint-1000	1000	2026-07-17T17:47:51	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260717_171521_357506/checkpoint-1000	0.20436983129365557	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_021506_351149		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_021506_351149/checkpoint-14000/trainer_state.json	14000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_021506_351149/checkpoint-14000	14000	2026-07-21T11:03:58	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260721_021506_351149/checkpoint-13000	0.004264729400311749	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_112821_335119		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_112821_335119/checkpoint-8000/trainer_state.json	8000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_112821_335119/checkpoint-8000	8000	2026-07-21T15:39:10	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260721_112821_335119/checkpoint-8000	0.004340944411928352	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_160514_254690		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_162023_026037		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_162023_026037/checkpoint-17000/trainer_state.json	17000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260721_162023_026037/checkpoint-17000	17000	2026-07-22T01:22:45	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260721_162023_026037/checkpoint-13000	0.004254524726318779	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_015058_412386		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_015058_412386/checkpoint-16000/trainer_state.json	16000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_015058_412386/checkpoint-16000	16000	2026-07-22T10:21:16	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260722_015058_412386/checkpoint-13000	0.004261996185592287	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_104114_669049		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_104114_669049/checkpoint-15000/trainer_state.json	15000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_104114_669049/checkpoint-15000	15000	2026-07-22T18:39:31	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260722_104114_669049/checkpoint-13000	0.004240432264066173	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_185844_990533		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_191309_999201		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_191309_999201/checkpoint-30000/trainer_state.json	30000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260722_191309_999201/checkpoint-30000	30000	2026-07-23T14:56:25	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ph/20260722_191309_999201/checkpoint-25000	0.004233660658576782	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260723_152555_076646		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ph/20260723_154710_590802		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ps	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ps/20260717_213353_790365		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ps/20260717_213353_790365/checkpoint-279000/trainer_state.json	279000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_caduceus_ps/20260717_213353_790365/checkpoint-279000	279000	2026-07-27T13:29:57	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_caduceus_ps/20260717_213353_790365/checkpoint-98000	0.003073139061934852	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_amt_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_amt_plain/20260717_202257_533578		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_amt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_amt_unet/20260717_202258_000193		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain/20260717_202257_627130		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain/20260717_203130_918826		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain/20260717_204044_615977		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain/20260717_204722_447635		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain/20260717_204722_447635/checkpoint-354000/trainer_state.json	354000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_plain/20260717_204722_447635/checkpoint-354000	354000	2026-07-24T18:02:36	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_base_plain/20260717_204722_447635/checkpoint-323000	0.004676230336808841	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet/20260717_202257_970369		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet/20260717_203122_464133		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet/20260717_203923_482540		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet/20260717_204655_876058		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet/20260717_204655_876058/checkpoint-200000/trainer_state.json	200000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_rmt_unet/20260717_204655_876058/checkpoint-200000	200000	2026-07-27T13:51:42	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_base_rmt_unet/20260717_204655_876058/checkpoint-80000	0.003407806886193262	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_unet/20260717_202357_371400		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_unet/20260717_202357_371400/checkpoint-231000/trainer_state.json	231000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_base_unet/20260717_202357_371400/checkpoint-231000	231000	2026-07-27T13:15:27	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_base_unet/20260717_202357_371400/checkpoint-50000	0.003903809950136262	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_amt_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_amt_plain/20260717_202352_921189		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_amt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_amt_unet/20260717_202355_700947		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain/20260717_114042_483886		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain/20260717_114042_483886/checkpoint-2000/trainer_state.json	2000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain/20260717_114042_483886/checkpoint-2000	2000	2026-07-17T13:08:23	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_plain/20260717_114042_483886/checkpoint-2000	0.005828235578953615	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain/20260717_213443_748417		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain/20260717_213443_748417/checkpoint-425000/trainer_state.json	425000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_plain/20260717_213443_748417/checkpoint-425000	425000	2026-07-27T13:54:34	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_plain/20260717_213443_748417/checkpoint-292000	0.004522440039523642	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260717_114043_809223		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260717_114043_809223/checkpoint-1000/trainer_state.json	1000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260717_114043_809223/checkpoint-1000	1000	2026-07-17T13:05:41	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260717_114043_809223/checkpoint-1000	0.005232705545565059	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260717_132059_515488		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_090422_919903		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_090422_919903/checkpoint-5000/trainer_state.json	5000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_090422_919903/checkpoint-5000	5000	2026-07-18T16:22:17	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260718_090422_919903/checkpoint-4000	0.004309184653321338	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_174943_106170		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_174943_106170/checkpoint-1000/trainer_state.json	1000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_174943_106170/checkpoint-1000	1000	2026-07-18T19:14:44	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260718_174943_106170/checkpoint-1000	0.005232705545565059	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_200148_252433		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_200148_252433/checkpoint-4000/trainer_state.json	4000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260718_200148_252433/checkpoint-4000	4000	2026-07-19T00:32:34	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260718_200148_252433/checkpoint-4000	0.004276461536717654	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260719_010548_037577		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260719_010548_037577/checkpoint-21000/trainer_state.json	21000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260719_010548_037577/checkpoint-21000	21000	2026-07-20T01:15:30	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260719_010548_037577/checkpoint-6000	0.003985935277289005	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_014245_461650		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_014245_461650/checkpoint-3000/trainer_state.json	3000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_014245_461650/checkpoint-3000	3000	2026-07-20T05:05:01	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260720_014245_461650/checkpoint-2000	0.0043143304250873775	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_061158_873653		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_061158_873653/checkpoint-4000/trainer_state.json	4000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_061158_873653/checkpoint-4000	4000	2026-07-20T10:43:18	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260720_061158_873653/checkpoint-4000	0.004277573431913178	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_105052_782382		HAS_CHECKPOINTS_NO_COMPLETION_MARKER	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_105052_782382/checkpoint-21000/trainer_state.json	21000	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260720_105052_782382/checkpoint-21000	21000	2026-07-21T11:06:49	/external/nfs/01-home/vsefishman/DNALM/GENATATOR/runs/finding_edge_gena_large_rmt_unet/20260720_105052_782382/checkpoint-17000	0.004025192590572667	1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260721_113008_975160		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
runs_archive	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet	runs_archive/runs_before_20260727_new_training_20260727_203122/finding_edge_gena_large_rmt_unet/20260721_120727_042714		TENSORBOARD_ONLY_OR_NO_CHECKPOINT								1	2026-08-03T15:50:38+03:00
