config	partition	job_file	job_id	submitted_at	notes	current_state	elapsed	exit_code	reason	start	end	status_checked_at
finding/configs/region_moderngena_large_unet.json	rnd/shared	finding/jobs/job_region_moderngena_large_unet_shared.sh	102726	2026-07-17T20:21:37+03:00	restart after installing missing HF checkpoint cache	RUNNING	3-22:21:32	0:0		2026-07-17T20:26:04	Unknown	2026-07-21T18:47:36+03:00
finding/configs/edge_caduceus_ph.json	rnd/shared	finding/jobs/job_edge_caduceus_ph_shared.sh	103406	2026-07-17T21:31:49+03:00	restart failed job 102402; previous reason: terminated by SIGTERM/preemption; previous elapsed: 00:37:19	FAILED	00:00:44	1:0	torchrun child process failed	2026-07-17T21:32:58	2026-07-17T21:33:42	2026-07-21T18:47:36+03:00
finding/configs/edge_caduceus_ps.json	rnd/shared	finding/jobs/job_edge_caduceus_ps_shared.sh	103407	2026-07-17T21:31:49+03:00	restart failed job 102403; previous reason: torchrun child process failed; previous elapsed: 00:01:33	RUNNING	3-21:14:07	0:0		2026-07-17T21:33:29	Unknown	2026-07-21T18:47:36+03:00
finding/configs/edge_gena_large_plain.json	rnd/shared	finding/jobs/job_edge_gena_large_plain_shared.sh	103408	2026-07-17T21:31:49+03:00	restart failed job 102411; previous reason: torchrun child process failed; previous elapsed: 00:00:59	RUNNING	3-21:13:23	0:0		2026-07-17T21:34:13	Unknown	2026-07-21T18:47:36+03:00
finding/configs/edge_gena_large_rmt_unet.json	rnd/shared	finding/jobs/job_edge_gena_large_rmt_unet_shared.sh	103409	2026-07-17T21:31:50+03:00	restart failed job 102412; previous reason: torchrun child process failed; previous elapsed: 00:00:44	FAILED	00:00:53	1:0	torchrun child process failed	2026-07-17T21:34:25	2026-07-17T21:35:18	2026-07-21T18:47:36+03:00
finding/configs/edge_gena_large_unet.json	rnd/shared	finding/jobs/job_edge_gena_large_unet_shared.sh	103410	2026-07-17T21:31:50+03:00	restart failed job 102413; previous reason: torchrun child process failed; previous elapsed: 00:01:04	RUNNING	3-21:11:47	0:0		2026-07-17T21:35:49	Unknown	2026-07-21T18:47:36+03:00
finding/configs/edge_moderngena_base_plain_resume_102416.json	rnd/shared	finding/jobs/job_edge_moderngena_base_plain_shared_resume_102416.sh	103411	2026-07-17T21:33:25+03:00	resume job 102416 from checkpoint-4000; previous reason: terminated by SIGTERM/preemption; previous elapsed: 01:16:08	RUNNING	3-21:11:47	0:0		2026-07-17T21:35:49	Unknown	2026-07-21T18:47:36+03:00
finding/configs/edge_moderngena_base_rmt_unet_resume_102417.json	rnd/shared	finding/jobs/job_edge_moderngena_base_rmt_unet_shared_resume_102417.sh	103412	2026-07-17T21:33:25+03:00	resume job 102417 from checkpoint-1000; previous reason: terminated by SIGTERM/preemption; previous elapsed: 01:18:14	FAILED	00:00:47	1:0	torchrun child process failed	2026-07-17T21:36:02	2026-07-17T21:36:49	2026-07-21T18:47:36+03:00
finding/configs/edge_moderngena_base_unet.json	rnd/shared	finding/jobs/job_edge_moderngena_base_unet_shared.sh	103413	2026-07-17T21:33:25+03:00	restart failed job 102418; previous reason: torchrun child process failed; previous elapsed: 00:00:54	FAILED	00:00:42	1:0	torchrun child process failed	2026-07-17T21:37:33	2026-07-17T21:38:15	2026-07-21T18:47:36+03:00
finding/configs/edge_moderngena_large_amt_plain.json	rnd/shared	finding/jobs/job_edge_moderngena_large_amt_plain_shared.sh	103414	2026-07-17T21:33:25+03:00	restart failed job 102708; previous reason: torchrun child process failed; previous elapsed: 00:00:45	FAILED	00:00:50	1:0	torchrun child process failed	2026-07-17T21:38:59	2026-07-17T21:39:49	2026-07-21T18:47:36+03:00
finding/configs/region_caduceus_ph.json	rnd/shared	finding/jobs/job_region_caduceus_ph_shared.sh	103415	2026-07-17T21:33:26+03:00	restart failed job 102424; previous reason: torchrun child process failed; previous elapsed: 00:00:40	FAILED	00:00:38	1:0	torchrun child process failed	2026-07-17T21:40:32	2026-07-17T21:41:10	2026-07-21T18:47:36+03:00
finding/configs/region_caduceus_ps.json	rnd/shared	finding/jobs/job_region_caduceus_ps_shared.sh	103416	2026-07-17T21:33:26+03:00	restart failed job 102425; previous reason: torchrun child process failed; previous elapsed: 00:00:31	FAILED	00:00:38	1:0	torchrun child process failed	2026-07-17T21:41:54	2026-07-17T21:42:32	2026-07-21T18:47:36+03:00
finding/configs/region_gena_base_unet.json	rnd/shared	finding/jobs/job_region_gena_base_unet_shared.sh	103417	2026-07-17T21:33:26+03:00	restart failed job 102717; previous reason: torchrun child process failed; previous elapsed: 00:01:03	RUNNING	3-21:05:33	0:0		2026-07-17T21:42:03	Unknown	2026-07-21T18:47:36+03:00
